#node	identifier	category	term ID	term description
SIP1-1	3702.Q9M8W5	GO Component	GO:0012505	Endomembrane system
SIP1-1	3702.Q9M8W5	GO Component	GO:0016020	Membrane
SIP1-1	3702.Q9M8W5	GO Component	GO:0016021	Integral component of membrane
SIP1-1	3702.Q9M8W5	GO Component	GO:0031090	Organelle membrane
SIP1-1	3702.Q9M8W5	GO Component	GO:0031224	Intrinsic component of membrane
SIP1-1	3702.Q9M8W5	GO Component	GO:0031984	Organelle subcompartment
SIP1-1	3702.Q9M8W5	GO Component	GO:0042175	Nuclear outer membrane-endoplasmic reticulum membrane network
SIP1-1	3702.Q9M8W5	GO Component	GO:0043226	Organelle
SIP1-1	3702.Q9M8W5	GO Component	GO:0043227	Membrane-bounded organelle
SIP1-1	3702.Q9M8W5	GO Component	GO:0043229	Intracellular organelle
SIP1-1	3702.Q9M8W5	GO Component	GO:0043231	Intracellular membrane-bounded organelle
SIP1-1	3702.Q9M8W5	GO Component	GO:0098827	Endoplasmic reticulum subcompartment
SIP1-1	3702.Q9M8W5	GO Component	GO:0110165	Cellular anatomical entity
SIP1-1	3702.Q9M8W5	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP1-1	3702.Q9M8W5	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP1-1	3702.Q9M8W5	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP1-1	3702.Q9M8W5	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP1-1	3702.Q9M8W5	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP1-1	3702.Q9M8W5	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
SIP1-1	3702.Q9M8W5	STRING clusters	CL:34454	Major intrinsic protein
SIP1-1	3702.Q9M8W5	STRING clusters	CL:34456	Major intrinsic protein
SIP1-1	3702.Q9M8W5	STRING clusters	CL:34457	Major intrinsic protein
SIP1-1	3702.Q9M8W5	STRING clusters	CL:34483	Water channel activity, and Arsenite transmembrane transporter activity
SIP1-1	3702.Q9M8W5	STRING clusters	CL:34484	Water channel activity
SIP1-1	3702.Q9M8W5	Reactome	MAP-382551	Transport of small molecules
SIP1-1	3702.Q9M8W5	Reactome	MAP-432047	Passive transport by Aquaporins
SIP1-1	3702.Q9M8W5	Reactome	MAP-445717	Aquaporin-mediated transport
SIP1-1	3702.Q9M8W5	COMPARTMENTS	GOCC:0005622	Intracellular
SIP1-1	3702.Q9M8W5	COMPARTMENTS	GOCC:0005737	Cytoplasm
SIP1-1	3702.Q9M8W5	COMPARTMENTS	GOCC:0005783	Endoplasmic reticulum
SIP1-1	3702.Q9M8W5	COMPARTMENTS	GOCC:0012505	Endomembrane system
SIP1-1	3702.Q9M8W5	COMPARTMENTS	GOCC:0032991	Protein-containing complex
SIP1-1	3702.Q9M8W5	COMPARTMENTS	GOCC:0043226	Organelle
SIP1-1	3702.Q9M8W5	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
SIP1-1	3702.Q9M8W5	COMPARTMENTS	GOCC:0043229	Intracellular organelle
SIP1-1	3702.Q9M8W5	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
SIP1-1	3702.Q9M8W5	COMPARTMENTS	GOCC:0090443	FAR/SIN/STRIPAK complex
SIP1-1	3702.Q9M8W5	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
SIP1-1	3702.Q9M8W5	UniProt Keywords	KW-0256	Endoplasmic reticulum
SIP1-1	3702.Q9M8W5	UniProt Keywords	KW-0472	Membrane
SIP1-1	3702.Q9M8W5	UniProt Keywords	KW-0677	Repeat
SIP1-1	3702.Q9M8W5	UniProt Keywords	KW-0812	Transmembrane
SIP1-1	3702.Q9M8W5	UniProt Keywords	KW-0813	Transport
SIP1-1	3702.Q9M8W5	UniProt Keywords	KW-1133	Transmembrane helix
SIP1-1	3702.Q9M8W5	Pfam	PF00230	Major intrinsic protein
SIP1-1	3702.Q9M8W5	InterPro	IPR000425	Major intrinsic protein
SIP1-1	3702.Q9M8W5	InterPro	IPR023271	Aquaporin-like
SIP1-1	3702.Q9M8W5	InterPro	IPR044222	Aquaporin SIP1-1/2-like
SIP1-2	3702.Q9FK43	GO Process	GO:0006810	Transport
SIP1-2	3702.Q9FK43	GO Process	GO:0006833	Water transport
SIP1-2	3702.Q9FK43	GO Process	GO:0009987	Cellular process
SIP1-2	3702.Q9FK43	GO Process	GO:0042044	Fluid transport
SIP1-2	3702.Q9FK43	GO Process	GO:0051179	Localization
SIP1-2	3702.Q9FK43	GO Process	GO:0051234	Establishment of localization
SIP1-2	3702.Q9FK43	GO Process	GO:0055085	Transmembrane transport
SIP1-2	3702.Q9FK43	GO Function	GO:0005215	Transporter activity
SIP1-2	3702.Q9FK43	GO Function	GO:0005372	Water transmembrane transporter activity
SIP1-2	3702.Q9FK43	GO Function	GO:0015250	Water channel activity
SIP1-2	3702.Q9FK43	GO Function	GO:0015267	Channel activity
SIP1-2	3702.Q9FK43	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
SIP1-2	3702.Q9FK43	GO Function	GO:0022803	Passive transmembrane transporter activity
SIP1-2	3702.Q9FK43	GO Function	GO:0022857	Transmembrane transporter activity
SIP1-2	3702.Q9FK43	GO Component	GO:0005622	Intracellular anatomical structure
SIP1-2	3702.Q9FK43	GO Component	GO:0005737	Cytoplasm
SIP1-2	3702.Q9FK43	GO Component	GO:0005783	Endoplasmic reticulum
SIP1-2	3702.Q9FK43	GO Component	GO:0005789	Endoplasmic reticulum membrane
SIP1-2	3702.Q9FK43	GO Component	GO:0012505	Endomembrane system
SIP1-2	3702.Q9FK43	GO Component	GO:0016020	Membrane
SIP1-2	3702.Q9FK43	GO Component	GO:0016021	Integral component of membrane
SIP1-2	3702.Q9FK43	GO Component	GO:0031090	Organelle membrane
SIP1-2	3702.Q9FK43	GO Component	GO:0031224	Intrinsic component of membrane
SIP1-2	3702.Q9FK43	GO Component	GO:0031984	Organelle subcompartment
SIP1-2	3702.Q9FK43	GO Component	GO:0042175	Nuclear outer membrane-endoplasmic reticulum membrane network
SIP1-2	3702.Q9FK43	GO Component	GO:0043226	Organelle
SIP1-2	3702.Q9FK43	GO Component	GO:0043227	Membrane-bounded organelle
SIP1-2	3702.Q9FK43	GO Component	GO:0043229	Intracellular organelle
SIP1-2	3702.Q9FK43	GO Component	GO:0043231	Intracellular membrane-bounded organelle
SIP1-2	3702.Q9FK43	GO Component	GO:0098827	Endoplasmic reticulum subcompartment
SIP1-2	3702.Q9FK43	GO Component	GO:0110165	Cellular anatomical entity
SIP1-2	3702.Q9FK43	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP1-2	3702.Q9FK43	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP1-2	3702.Q9FK43	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP1-2	3702.Q9FK43	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP1-2	3702.Q9FK43	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP1-2	3702.Q9FK43	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
SIP1-2	3702.Q9FK43	STRING clusters	CL:34454	Major intrinsic protein
SIP1-2	3702.Q9FK43	STRING clusters	CL:34456	Major intrinsic protein
SIP1-2	3702.Q9FK43	STRING clusters	CL:34457	Major intrinsic protein
SIP1-2	3702.Q9FK43	STRING clusters	CL:34458	Major intrinsic protein
SIP1-2	3702.Q9FK43	STRING clusters	CL:34461	Mixed, incl. YMGG-like Gly-zipper, and Aquaporin SIP1-1/2-like
SIP1-2	3702.Q9FK43	Reactome	MAP-382551	Transport of small molecules
SIP1-2	3702.Q9FK43	Reactome	MAP-432047	Passive transport by Aquaporins
SIP1-2	3702.Q9FK43	Reactome	MAP-445717	Aquaporin-mediated transport
SIP1-2	3702.Q9FK43	COMPARTMENTS	GOCC:0005622	Intracellular
SIP1-2	3702.Q9FK43	COMPARTMENTS	GOCC:0005737	Cytoplasm
SIP1-2	3702.Q9FK43	COMPARTMENTS	GOCC:0005783	Endoplasmic reticulum
SIP1-2	3702.Q9FK43	COMPARTMENTS	GOCC:0012505	Endomembrane system
SIP1-2	3702.Q9FK43	COMPARTMENTS	GOCC:0032991	Protein-containing complex
SIP1-2	3702.Q9FK43	COMPARTMENTS	GOCC:0043226	Organelle
SIP1-2	3702.Q9FK43	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
SIP1-2	3702.Q9FK43	COMPARTMENTS	GOCC:0043229	Intracellular organelle
SIP1-2	3702.Q9FK43	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
SIP1-2	3702.Q9FK43	COMPARTMENTS	GOCC:0090443	FAR/SIN/STRIPAK complex
SIP1-2	3702.Q9FK43	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
SIP1-2	3702.Q9FK43	UniProt Keywords	KW-0256	Endoplasmic reticulum
SIP1-2	3702.Q9FK43	UniProt Keywords	KW-0472	Membrane
SIP1-2	3702.Q9FK43	UniProt Keywords	KW-0677	Repeat
SIP1-2	3702.Q9FK43	UniProt Keywords	KW-0812	Transmembrane
SIP1-2	3702.Q9FK43	UniProt Keywords	KW-0813	Transport
SIP1-2	3702.Q9FK43	UniProt Keywords	KW-1133	Transmembrane helix
SIP1-2	3702.Q9FK43	Pfam	PF00230	Major intrinsic protein
SIP1-2	3702.Q9FK43	InterPro	IPR000425	Major intrinsic protein
SIP1-2	3702.Q9FK43	InterPro	IPR023271	Aquaporin-like
SIP1-2	3702.Q9FK43	InterPro	IPR044222	Aquaporin SIP1-1/2-like
SIP2-1	3702.Q9M1K3	GO Process	GO:0006810	Transport
SIP2-1	3702.Q9M1K3	GO Process	GO:0009987	Cellular process
SIP2-1	3702.Q9M1K3	GO Process	GO:0051179	Localization
SIP2-1	3702.Q9M1K3	GO Process	GO:0051234	Establishment of localization
SIP2-1	3702.Q9M1K3	GO Process	GO:0055085	Transmembrane transport
SIP2-1	3702.Q9M1K3	GO Function	GO:0005215	Transporter activity
SIP2-1	3702.Q9M1K3	GO Function	GO:0015267	Channel activity
SIP2-1	3702.Q9M1K3	GO Function	GO:0022803	Passive transmembrane transporter activity
SIP2-1	3702.Q9M1K3	GO Function	GO:0022857	Transmembrane transporter activity
SIP2-1	3702.Q9M1K3	GO Component	GO:0005622	Intracellular anatomical structure
SIP2-1	3702.Q9M1K3	GO Component	GO:0005737	Cytoplasm
SIP2-1	3702.Q9M1K3	GO Component	GO:0005783	Endoplasmic reticulum
SIP2-1	3702.Q9M1K3	GO Component	GO:0005789	Endoplasmic reticulum membrane
SIP2-1	3702.Q9M1K3	GO Component	GO:0012505	Endomembrane system
SIP2-1	3702.Q9M1K3	GO Component	GO:0016020	Membrane
SIP2-1	3702.Q9M1K3	GO Component	GO:0016021	Integral component of membrane
SIP2-1	3702.Q9M1K3	GO Component	GO:0031090	Organelle membrane
SIP2-1	3702.Q9M1K3	GO Component	GO:0031224	Intrinsic component of membrane
SIP2-1	3702.Q9M1K3	GO Component	GO:0031984	Organelle subcompartment
SIP2-1	3702.Q9M1K3	GO Component	GO:0042175	Nuclear outer membrane-endoplasmic reticulum membrane network
SIP2-1	3702.Q9M1K3	GO Component	GO:0043226	Organelle
SIP2-1	3702.Q9M1K3	GO Component	GO:0043227	Membrane-bounded organelle
SIP2-1	3702.Q9M1K3	GO Component	GO:0043229	Intracellular organelle
SIP2-1	3702.Q9M1K3	GO Component	GO:0043231	Intracellular membrane-bounded organelle
SIP2-1	3702.Q9M1K3	GO Component	GO:0098827	Endoplasmic reticulum subcompartment
SIP2-1	3702.Q9M1K3	GO Component	GO:0110165	Cellular anatomical entity
SIP2-1	3702.Q9M1K3	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP2-1	3702.Q9M1K3	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP2-1	3702.Q9M1K3	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP2-1	3702.Q9M1K3	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP2-1	3702.Q9M1K3	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
SIP2-1	3702.Q9M1K3	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
SIP2-1	3702.Q9M1K3	STRING clusters	CL:34454	Major intrinsic protein
SIP2-1	3702.Q9M1K3	STRING clusters	CL:34456	Major intrinsic protein
SIP2-1	3702.Q9M1K3	STRING clusters	CL:34457	Major intrinsic protein
SIP2-1	3702.Q9M1K3	STRING clusters	CL:34458	Major intrinsic protein
SIP2-1	3702.Q9M1K3	Reactome	MAP-382551	Transport of small molecules
SIP2-1	3702.Q9M1K3	Reactome	MAP-432047	Passive transport by Aquaporins
SIP2-1	3702.Q9M1K3	Reactome	MAP-445717	Aquaporin-mediated transport
SIP2-1	3702.Q9M1K3	COMPARTMENTS	GOCC:0032991	Protein-containing complex
SIP2-1	3702.Q9M1K3	COMPARTMENTS	GOCC:0090443	FAR/SIN/STRIPAK complex
SIP2-1	3702.Q9M1K3	UniProt Keywords	KW-0025	Alternative splicing
SIP2-1	3702.Q9M1K3	UniProt Keywords	KW-0256	Endoplasmic reticulum
SIP2-1	3702.Q9M1K3	UniProt Keywords	KW-0472	Membrane
SIP2-1	3702.Q9M1K3	UniProt Keywords	KW-0677	Repeat
SIP2-1	3702.Q9M1K3	UniProt Keywords	KW-0812	Transmembrane
SIP2-1	3702.Q9M1K3	UniProt Keywords	KW-0813	Transport
SIP2-1	3702.Q9M1K3	UniProt Keywords	KW-1133	Transmembrane helix
SIP2-1	3702.Q9M1K3	Pfam	PF00230	Major intrinsic protein
SIP2-1	3702.Q9M1K3	InterPro	IPR000425	Major intrinsic protein
SIP2-1	3702.Q9M1K3	InterPro	IPR023271	Aquaporin-like
SIP2-1	3702.Q9M1K3	InterPro	IPR044226	Aquaporin SIP2-1-like
T7I23.21	3702.O81915	GO Process	GO:0006810	Transport
T7I23.21	3702.O81915	GO Process	GO:0009987	Cellular process
T7I23.21	3702.O81915	GO Process	GO:0051179	Localization
T7I23.21	3702.O81915	GO Process	GO:0051234	Establishment of localization
T7I23.21	3702.O81915	GO Process	GO:0055085	Transmembrane transport
T7I23.21	3702.O81915	GO Component	GO:0016020	Membrane
T7I23.21	3702.O81915	GO Component	GO:0016021	Integral component of membrane
T7I23.21	3702.O81915	GO Component	GO:0031224	Intrinsic component of membrane
T7I23.21	3702.O81915	GO Component	GO:0110165	Cellular anatomical entity
T7I23.21	3702.O81915	STRING clusters	CL:19044	Mostly uncharacterized, incl. Lipid droplet organization, and Pat1-like
T7I23.21	3702.O81915	STRING clusters	CL:19100	Mostly uncharacterized, incl. Pat1-like, and XMP 5-nucleosidase activity
T7I23.21	3702.O81915	STRING clusters	CL:19101	Mostly uncharacterized, incl. XMP 5-nucleosidase activity, and Citrate transporter-like domain
T7I23.21	3702.O81915	STRING clusters	CL:19103	Mixed, incl. XMP 5-nucleosidase activity, and Citrate transporter-like domain
T7I23.21	3702.O81915	Reactome	MAP-1430728	Metabolism
T7I23.21	3702.O81915	Reactome	MAP-5662702	Melanin biosynthesis
T7I23.21	3702.O81915	Reactome	MAP-71291	Metabolism of amino acids and derivatives
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0005622	Intracellular
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0005737	Cytoplasm
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0012506	Vesicle membrane
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0016020	Membrane
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0030659	Cytoplasmic vesicle membrane
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0031090	Organelle membrane
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0031410	Cytoplasmic vesicle
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0031982	Vesicle
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0033162	Melanosome membrane
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0042470	Melanosome
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0043226	Organelle
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0043229	Intracellular organelle
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0045009	Chitosome
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0048770	Pigment granule
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0090741	Pigment granule membrane
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0097708	Intracellular vesicle
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0098588	Bounding membrane of organelle
T7I23.21	3702.O81915	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
T7I23.21	3702.O81915	UniProt Keywords	KW-0472	Membrane
T7I23.21	3702.O81915	UniProt Keywords	KW-0812	Transmembrane
T7I23.21	3702.O81915	UniProt Keywords	KW-1133	Transmembrane helix
T7I23.21	3702.O81915	Pfam	PF02040	Arsenical pump membrane protein
T7I23.21	3702.O81915	InterPro	IPR004680	Citrate transporter-like domain
T9J23.9	3702.A0A1P8AZN4	STRING clusters	CL:39126	Mostly uncharacterized, incl. cGMP metabolic process, and BTB/POZ domain-containing protein POB1-like
T9J23.9	3702.A0A1P8AZN4	STRING clusters	CL:39177	Mostly uncharacterized, incl. Purple acid phosphatase, Fn3-like domain, and Glycosyltransferase BC10-like
T9J23.9	3702.A0A1P8AZN4	STRING clusters	CL:39179	Fungicide
TIP1-3	3702.O82598	GO Process	GO:0006810	Transport
TIP1-3	3702.O82598	GO Process	GO:0006833	Water transport
TIP1-3	3702.O82598	GO Process	GO:0009987	Cellular process
TIP1-3	3702.O82598	GO Process	GO:0015840	Urea transport
TIP1-3	3702.O82598	GO Process	GO:0019755	One-carbon compound transport
TIP1-3	3702.O82598	GO Process	GO:0042044	Fluid transport
TIP1-3	3702.O82598	GO Process	GO:0042886	Amide transport
TIP1-3	3702.O82598	GO Process	GO:0051179	Localization
TIP1-3	3702.O82598	GO Process	GO:0051234	Establishment of localization
TIP1-3	3702.O82598	GO Process	GO:0055085	Transmembrane transport
TIP1-3	3702.O82598	GO Process	GO:0071702	Organic substance transport
TIP1-3	3702.O82598	GO Process	GO:0071705	Nitrogen compound transport
TIP1-3	3702.O82598	GO Process	GO:0071918	Urea transmembrane transport
TIP1-3	3702.O82598	GO Function	GO:0005215	Transporter activity
TIP1-3	3702.O82598	GO Function	GO:0005372	Water transmembrane transporter activity
TIP1-3	3702.O82598	GO Function	GO:0015204	Urea transmembrane transporter activity
TIP1-3	3702.O82598	GO Function	GO:0015250	Water channel activity
TIP1-3	3702.O82598	GO Function	GO:0015267	Channel activity
TIP1-3	3702.O82598	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
TIP1-3	3702.O82598	GO Function	GO:0022803	Passive transmembrane transporter activity
TIP1-3	3702.O82598	GO Function	GO:0022857	Transmembrane transporter activity
TIP1-3	3702.O82598	GO Function	GO:0042887	Amide transmembrane transporter activity
TIP1-3	3702.O82598	GO Component	GO:0005622	Intracellular anatomical structure
TIP1-3	3702.O82598	GO Component	GO:0005737	Cytoplasm
TIP1-3	3702.O82598	GO Component	GO:0005773	Vacuole
TIP1-3	3702.O82598	GO Component	GO:0005774	Vacuolar membrane
TIP1-3	3702.O82598	GO Component	GO:0016020	Membrane
TIP1-3	3702.O82598	GO Component	GO:0016021	Integral component of membrane
TIP1-3	3702.O82598	GO Component	GO:0031090	Organelle membrane
TIP1-3	3702.O82598	GO Component	GO:0031224	Intrinsic component of membrane
TIP1-3	3702.O82598	GO Component	GO:0043226	Organelle
TIP1-3	3702.O82598	GO Component	GO:0043227	Membrane-bounded organelle
TIP1-3	3702.O82598	GO Component	GO:0043229	Intracellular organelle
TIP1-3	3702.O82598	GO Component	GO:0043231	Intracellular membrane-bounded organelle
TIP1-3	3702.O82598	GO Component	GO:0098588	Bounding membrane of organelle
TIP1-3	3702.O82598	GO Component	GO:0110165	Cellular anatomical entity
TIP1-3	3702.O82598	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP1-3	3702.O82598	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP1-3	3702.O82598	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP1-3	3702.O82598	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP1-3	3702.O82598	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP1-3	3702.O82598	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
TIP1-3	3702.O82598	STRING clusters	CL:34454	Major intrinsic protein
TIP1-3	3702.O82598	Reactome	MAP-382551	Transport of small molecules
TIP1-3	3702.O82598	Reactome	MAP-432047	Passive transport by Aquaporins
TIP1-3	3702.O82598	Reactome	MAP-445717	Aquaporin-mediated transport
TIP1-3	3702.O82598	COMPARTMENTS	GOCC:0016020	Membrane
TIP1-3	3702.O82598	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
TIP1-3	3702.O82598	UniProt Keywords	KW-0007	Acetylation
TIP1-3	3702.O82598	UniProt Keywords	KW-0346	Stress response
TIP1-3	3702.O82598	UniProt Keywords	KW-0472	Membrane
TIP1-3	3702.O82598	UniProt Keywords	KW-0677	Repeat
TIP1-3	3702.O82598	UniProt Keywords	KW-0812	Transmembrane
TIP1-3	3702.O82598	UniProt Keywords	KW-0813	Transport
TIP1-3	3702.O82598	UniProt Keywords	KW-0926	Vacuole
TIP1-3	3702.O82598	UniProt Keywords	KW-1133	Transmembrane helix
TIP1-3	3702.O82598	Pfam	PF00230	Major intrinsic protein
TIP1-3	3702.O82598	InterPro	IPR000425	Major intrinsic protein
TIP1-3	3702.O82598	InterPro	IPR022357	Major intrinsic protein, conserved site
TIP1-3	3702.O82598	InterPro	IPR023271	Aquaporin-like
TIP1-3	3702.O82598	InterPro	IPR034294	Aquaporin transporter
TIP2-2	3702.Q41975	GO Process	GO:0006810	Transport
TIP2-2	3702.Q41975	GO Process	GO:0006833	Water transport
TIP2-2	3702.Q41975	GO Process	GO:0009987	Cellular process
TIP2-2	3702.Q41975	GO Process	GO:0042044	Fluid transport
TIP2-2	3702.Q41975	GO Process	GO:0051179	Localization
TIP2-2	3702.Q41975	GO Process	GO:0051234	Establishment of localization
TIP2-2	3702.Q41975	GO Process	GO:0055085	Transmembrane transport
TIP2-2	3702.Q41975	GO Function	GO:0005215	Transporter activity
TIP2-2	3702.Q41975	GO Function	GO:0005372	Water transmembrane transporter activity
TIP2-2	3702.Q41975	GO Function	GO:0015250	Water channel activity
TIP2-2	3702.Q41975	GO Function	GO:0015267	Channel activity
TIP2-2	3702.Q41975	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
TIP2-2	3702.Q41975	GO Function	GO:0022803	Passive transmembrane transporter activity
TIP2-2	3702.Q41975	GO Function	GO:0022857	Transmembrane transporter activity
TIP2-2	3702.Q41975	GO Component	GO:0000325	Plant-type vacuole
TIP2-2	3702.Q41975	GO Component	GO:0005622	Intracellular anatomical structure
TIP2-2	3702.Q41975	GO Component	GO:0005737	Cytoplasm
TIP2-2	3702.Q41975	GO Component	GO:0005773	Vacuole
TIP2-2	3702.Q41975	GO Component	GO:0005774	Vacuolar membrane
TIP2-2	3702.Q41975	GO Component	GO:0009705	Plant-type vacuole membrane
TIP2-2	3702.Q41975	GO Component	GO:0016020	Membrane
TIP2-2	3702.Q41975	GO Component	GO:0016021	Integral component of membrane
TIP2-2	3702.Q41975	GO Component	GO:0031090	Organelle membrane
TIP2-2	3702.Q41975	GO Component	GO:0031224	Intrinsic component of membrane
TIP2-2	3702.Q41975	GO Component	GO:0042807	Central vacuole
TIP2-2	3702.Q41975	GO Component	GO:0043226	Organelle
TIP2-2	3702.Q41975	GO Component	GO:0043227	Membrane-bounded organelle
TIP2-2	3702.Q41975	GO Component	GO:0043229	Intracellular organelle
TIP2-2	3702.Q41975	GO Component	GO:0043231	Intracellular membrane-bounded organelle
TIP2-2	3702.Q41975	GO Component	GO:0098588	Bounding membrane of organelle
TIP2-2	3702.Q41975	GO Component	GO:0110165	Cellular anatomical entity
TIP2-2	3702.Q41975	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP2-2	3702.Q41975	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP2-2	3702.Q41975	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP2-2	3702.Q41975	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP2-2	3702.Q41975	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP2-2	3702.Q41975	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
TIP2-2	3702.Q41975	STRING clusters	CL:34454	Major intrinsic protein
TIP2-2	3702.Q41975	STRING clusters	CL:34456	Major intrinsic protein
TIP2-2	3702.Q41975	STRING clusters	CL:34457	Major intrinsic protein
TIP2-2	3702.Q41975	STRING clusters	CL:34483	Water channel activity, and Arsenite transmembrane transporter activity
TIP2-2	3702.Q41975	STRING clusters	CL:34484	Water channel activity
TIP2-2	3702.Q41975	Reactome	MAP-382551	Transport of small molecules
TIP2-2	3702.Q41975	Reactome	MAP-432047	Passive transport by Aquaporins
TIP2-2	3702.Q41975	Reactome	MAP-445717	Aquaporin-mediated transport
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0000325	Plant-type vacuole
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0005622	Intracellular
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0005737	Cytoplasm
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0005773	Vacuole
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0005774	Vacuolar membrane
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0009705	Plant-type vacuole membrane
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0016020	Membrane
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0031090	Organelle membrane
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0042807	Central vacuole
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0043226	Organelle
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0043229	Intracellular organelle
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0098588	Bounding membrane of organelle
TIP2-2	3702.Q41975	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
TIP2-2	3702.Q41975	UniProt Keywords	KW-0007	Acetylation
TIP2-2	3702.Q41975	UniProt Keywords	KW-0472	Membrane
TIP2-2	3702.Q41975	UniProt Keywords	KW-0488	Methylation
TIP2-2	3702.Q41975	UniProt Keywords	KW-0597	Phosphoprotein
